"Name","Slug","Permalink","Type","Status","Price","Regular Price","Sale Price","On Sale","Price HTML","Average Rating","Rating Count","Default Image URL","All Image URLs","Category Names","Meta: details (HTML)","Meta: why_you_will_love_it"
"Wiocc Airpods","wiocc-airpods","/products/wiocc-airpods","simple","active","13500","13500","","false","13500","0.00","0","https://d12c1lxe8klbdd.cloudfront.net/019bbc22-ee74-7bfa-a6af-0a801a3d2e24/LSA-HOMES0013.webp","https://d12c1lxe8klbdd.cloudfront.net/019bbc22-ee74-7bfa-a6af-0a801a3d2e24/LSA-HOMES0021-4.webp, https://d12c1lxe8klbdd.cloudfront.net/019bbc22-ee74-7bfa-a6af-0a801a3d2e24/LSA-HOMES0013.webp, https://d12c1lxe8klbdd.cloudfront.net/019bbc22-ee74-7bfa-a6af-0a801a3d2e24/LSA-HOMES0015.webp, https://d12c1lxe8klbdd.cloudfront.net/019bbc22-ee74-7bfa-a6af-0a801a3d2e24/LSA-HOMES0016.webp","Speakers, AirPods & Headphones, Tech & Gadgets","<ul><li><p><strong>Crystal-Clear Audio Quality</strong><br>Enjoy clean, balanced sound for music, podcasts, and calls.</p></li><li><p><strong>Stable Wireless Connectivity</strong><br>Reliable Bluetooth performance ensures smooth listening without interruptions.</p></li><li><p><strong>Sleek High-Gloss Charging Case</strong><br>Polished black finish with bold white WIOCOCC branding for standout appeal.</p></li><li><p><strong>All-Day Listening Freedom</strong><br>Compact charging case extends playtime for uninterrupted daily use.</p></li><li><p><strong>Comfortable, Everyday Fit</strong><br>Lightweight design suitable for long hours of wear.</p></li><li><p><strong>Portable &amp; Pocket-Friendly</strong><br>Easy to carry for commutes, workouts, and travel.</p></li></ul><h2>Ideal For</h2><ul><li><p>Daily commuting and city travel</p></li><li><p>Workouts and active lifestyles</p></li><li><p>Calls, music, and podcast listening</p></li><li><p>Corporate branding and promotional gifting</p></li><li><p>Everyday personal use</p></li></ul><h2>Compatibility</h2><ul><li><p>Bluetooth-enabled smartphones</p></li><li><p>Tablets and laptops</p></li><li><p>iOS and Android devices</p></li></ul><p></p>","The Wiocc AirPods are built for everyday movement and modern lifestyles. Designed to deliver clear, reliable sound with effortless wireless freedom, they keep you connected through commutes, workouts, calls, and long listening sessions. The high-gloss black charging case, finished with bold WIOCOCC – Africa’s Digital Backbone branding, adds a confident, professional edge—making these earbuds as stylish as they are practical."
"Recci Airpods","recci-airpods","/products/recci-airpods","simple","active","15000","15000","","false","15000","0.00","0","https://d12c1lxe8klbdd.cloudfront.net/019bbc22-ee74-7bfa-a6af-0a801a3d2e24/LSA-HOMES4191.webp","https://d12c1lxe8klbdd.cloudfront.net/019bbc22-ee74-7bfa-a6af-0a801a3d2e24/LSA-HOMES4191.webp, https://d12c1lxe8klbdd.cloudfront.net/019bbc22-ee74-7bfa-a6af-0a801a3d2e24/LSA-HOMES4196.webp, https://d12c1lxe8klbdd.cloudfront.net/019bbc22-ee74-7bfa-a6af-0a801a3d2e24/LSA-HOMES4194.webp, https://d12c1lxe8klbdd.cloudfront.net/019bbc22-ee74-7bfa-a6af-0a801a3d2e24/LSA-HOMES0043-5.webp","Speakers, AirPods & Headphones, Tech & Gadgets","<ul><li><p><strong>Crystal-Clear Audio Performance</strong><br>Delivers clean sound for music, podcasts, and calls with balanced clarity.</p></li><li><p><strong>Stable Bluetooth Connectivity</strong><br>Ensures smooth, reliable wireless performance with minimal dropouts.</p></li><li><p><strong>Smart Touch Controls</strong><br>Easily manage music, calls, and playback with simple tap gestures.</p></li><li><p><strong>Ergonomic, Comfortable Fit</strong><br>Designed for secure, comfortable wear during extended use.</p></li><li><p><strong>Compact Charging Case</strong><br>Provides extended playtime while keeping earbuds protected and portable.</p></li><li><p><strong>Sleek, Modern Design</strong><br>Minimalist styling suitable for everyday use and professional environments.</p></li></ul><h2>Ideal For</h2><ul><li><p>Daily commuting and travel</p></li><li><p>Work calls and virtual meetings</p></li><li><p>Music and podcast listening</p></li><li><p>Corporate gifting and branded tech giveaways</p></li><li><p>Students and on-the-go professionals</p></li></ul><h2>Compatibility</h2><ul><li><p>Bluetooth-enabled smartphones</p></li><li><p>Tablets and laptops</p></li><li><p>iOS and Android devices</p></li></ul><p></p>","The Recci AirPods are designed to keep up with life on the move. With clear, balanced sound and reliable wireless connectivity, they make music, calls, and daily listening effortless. The ergonomic design ensures all-day comfort, while intuitive touch controls put everything at your fingertips. Compact, stylish, and practical, Recci AirPods deliver a premium listening experience that fits perfectly into both personal routines and professional gifting."
"Pro Charge 3-in-1 Magnetic Charging Stand","pro-charge-3-in-1-magnetic-charging-stand","/products/pro-charge-3-in-1-magnetic-charging-stand","simple","active","40000","40000","","false","40000","0.00","0","https://d12c1lxe8klbdd.cloudfront.net/019bbc22-ee74-7bfa-a6af-0a801a3d2e24/Untitled-Catalog0290.webp","https://d12c1lxe8klbdd.cloudfront.net/019bbc22-ee74-7bfa-a6af-0a801a3d2e24/Untitled-Catalog0290.webp","Tech & Gadgets, Powerbank and wireless charger","<ul><li><p><strong>3-in-1 Charging Convenience</strong><br>Simultaneously charge your iPhone, Apple Watch, and AirPods—or a second Qi-enabled device—from one compact stand.</p></li><li><p><strong>Magnetic Snap Alignment</strong><br>Secure MagSafe-style magnets hold your phone firmly in place for stable charging and the perfect viewing angle.</p></li><li><p><strong>Fast Wireless Charging</strong><br>Optimized to deliver efficient, reliable wireless power across all three charging zones.</p></li><li><p><strong>Dedicated Apple Watch Charging Puck</strong><br>Built-in watch charger keeps your Apple Watch powered and ready at all times.</p></li><li><p><strong>Base Pad for AirPods or Second Phone</strong><br>Lower charging surface supports AirPods or another Qi-compatible device.</p></li><li><p><strong>Premium Matte Black Finish</strong><br>Sleek, minimalist design complements modern desks, nightstands, and office spaces.</p></li><li><p><strong>Cable-Free, Space-Saving Design</strong><br>Reduces clutter and replaces multiple chargers with one clean, organized solution.</p></li></ul><p></p>","The Pro Charge 3-in-1 Magnetic Wireless Charging Stand simplifies your daily routine by charging everything you use in one elegant, clutter-free setup. Designed for Apple users and MagSafe/Qi-compatible devices, it keeps your desk or nightstand organized while delivering fast, reliable power. The magnetic snap-on alignment ensures your phone sits perfectly for hands-free use, making it as functional as it is refined."
"4000mbph Powerbank","4000mbph-powerbank","/products/4000mbph-powerbank","simple","active","28500","28500","","false","28500","0.00","0","https://d12c1lxe8klbdd.cloudfront.net/019bbc22-ee74-7bfa-a6af-0a801a3d2e24/4000mbph-Powerbank.webp","https://d12c1lxe8klbdd.cloudfront.net/019bbc22-ee74-7bfa-a6af-0a801a3d2e24/4000mbph-Powerbank.webp","Powerbank and wireless charger, Tech & Gadgets","<ul><li><p><strong>Compact 4000mAh Capacity</strong><br>Provides reliable backup power for smartphones and small devices during busy days.</p></li><li><p><strong>Fast-Charging Output</strong><br>Delivers efficient power to keep devices connected when it matters most.</p></li><li><p><strong>Dual Charging Ports</strong><br>Equipped with USB and USB-C ports for wider device compatibility.</p></li><li><p><strong>Sleek, Modern Design</strong><br>Clean lines and a slim profile make it easy to carry in pockets, bags, or briefcases.</p></li><li><p><strong>Ideal Branding Surface</strong><br>Smooth exterior offers ample space for logos, slogans, and custom branding.</p></li><li><p><strong>Lightweight &amp; Portable</strong><br>Designed for effortless everyday carry without added bulk.</p></li></ul><p></p><h2>Ideal For</h2><ul><li><p>Corporate gifts and staff appreciation</p></li><li><p>Promotional giveaways and brand activations</p></li><li><p>Conferences, events, and trade shows</p></li><li><p>Everyday commuters and travelers</p></li><li><p>Marketing campaigns with practical impact</p></li></ul><p></p><h2>Compatibility</h2><ul><li><p>Smartphones and feature phones</p></li><li><p>USB- and USB-C-powered devices</p></li><li><p>Small gadgets and accessories</p></li></ul><p></p>","The 4000mAh Powerbank is the perfect blend of practicality and brand visibility. Compact enough to carry anywhere yet powerful enough to keep essential devices charged, it’s designed for everyday convenience. Whether used as a corporate giveaway or a promotional gift, this power bank delivers real value while keeping your brand front and center in your clients’ daily lives."
"Zana Dual Function Powerbank and Speaker","zana-dual-function-powerbank-and-speaker","/products/zana-dual-function-powerbank-and-speaker","simple","active","30000","30000","","false","30000","0.00","0","https://d12c1lxe8klbdd.cloudfront.net/019bbc22-ee74-7bfa-a6af-0a801a3d2e24/Zana-Dual-Function-Powerbank-and-Speaker.webp","https://d12c1lxe8klbdd.cloudfront.net/019bbc22-ee74-7bfa-a6af-0a801a3d2e24/Zana-Dual-Function-Powerbank-and-Speaker.webp","Powerbank and wireless charger, Tech & Gadgets","<ul><li><p><strong>Dual Function Design</strong><br>Functions as both a high-capacity power bank and a portable speaker—ideal for work, travel, and leisure.</p></li><li><p><strong>Massive 20,000mAh Capacity</strong><br>Provides multiple full charges for smartphones, tablets, and other essential devices.</p></li><li><p><strong>Fast Charging Performance</strong><br>Designed to deliver efficient, high-speed power when you need it most.</p></li><li><p><strong>Multiple Output Options</strong><br>Charge several devices simultaneously with versatile output ports.</p></li><li><p><strong>Premium Aluminum Body</strong><br>Textured metallic silver finish offers durability, heat resistance, and a luxury industrial look.</p></li><li><p><strong>Built-In Speaker</strong><br>Enjoy music, podcasts, or hands-free calls wherever you are.</p></li><li><p><strong>Travel &amp; Daily Ready</strong><br>Reliable backup power for commutes, office marathons, weekends away, and power outages.</p></li></ul><p></p><h2>Ideal For</h2><ul><li><p>Long daily commutes and travel</p></li><li><p>Office and remote work setups</p></li><li><p>Power outages and backup charging</p></li><li><p>Music and podcast listening on the go</p></li><li><p>Corporate gifting and premium tech bundles</p></li></ul><p></p><h2>Compatibility</h2><ul><li><p>Smartphones and tablets</p></li><li><p>Bluetooth-enabled devices (speaker function)</p></li><li><p>USB-powered gadgets and accessories</p></li></ul><p></p>","The Zana Dual Function Powerbank and Speaker is built for people who demand more from their everyday tech. Combining a massive 20,000mAh battery with a built-in speaker, it delivers reliable power and entertainment in one refined device. Wrapped in a textured metallic aluminum shell, Zana feels premium in hand while offering the performance needed for long days, travel, and unpredictable power situations."
"Cody Bluetooth Headphones","cody-bluetooth-headphones","/products/cody-bluetooth-headphones","simple","active","28500","28500","","false","28500","0.00","0","https://d12c1lxe8klbdd.cloudfront.net/019bbc22-ee74-7bfa-a6af-0a801a3d2e24/Cody-Bluetooth-Headphones.jpg","https://d12c1lxe8klbdd.cloudfront.net/019bbc22-ee74-7bfa-a6af-0a801a3d2e24/Cody-Bluetooth-Headphones.jpg","Tech & Gadgets, Powerbank and wireless charger","<ul><li><p><strong>Powerful 40mm Audio Drivers</strong><br>Delivers crisp highs, balanced mids, and deep bass for immersive sound across music, podcasts, and calls.</p></li><li><p><strong>Enhanced Bass Performance</strong><br>Tuned for punchy low-end response—perfect for Afrobeats, Amapiano, hip-hop, and electronic music.</p></li><li><p><strong>Wireless Bluetooth Connectivity</strong><br>Enjoy smooth, cable-free listening with stable, reliable wireless performance.</p></li><li><p><strong>Built-In Microphone</strong><br>Take calls with clear voice pickup for work, travel, and everyday conversations.</p></li><li><p><strong>Lightweight Over-Ear Comfort</strong><br>Cushioned ear cups and adjustable headband provide comfort for long listening sessions.</p></li><li><p><strong>Long Battery Life</strong><br>Designed to keep up with commutes, workouts, study sessions, and all-day use.</p></li><li><p><strong>Bold Glow Series Design</strong><br>Sleek black body accented with eye-catching mint-teal details for a modern, energetic look.</p></li></ul><p></p><h2>Ideal For</h2><ul><li><p>Daily commutes and city travel</p></li><li><p>Gym sessions and workouts</p></li><li><p>Study, work, and remote calls</p></li><li><p>Music lovers and podcast listeners</p></li><li><p>Corporate gifting and lifestyle tech bundles</p></li></ul><p></p><h2>Compatibility</h2><ul><li><p>Bluetooth-enabled smartphones</p></li><li><p>Tablets and laptops</p></li><li><p>Music players and smart devices with Bluetooth support</p></li></ul><p></p>","The Cody Bluetooth Headphones are designed for people who want their sound to hit hard and their style to stand out. With rich bass, clear audio, and a lightweight over-ear design, they deliver an immersive listening experience whether you’re on the move or winding down. The sleek black finish with vibrant mint-teal accents adds personality without sacrificing a clean, modern look—making Cody as stylish as it is powerful."
"Double Wireless Charger","double-wireless-charger","/products/double-wireless-charger","simple","active","0","0","","false","","0.00","0","https://d12c1lxe8klbdd.cloudfront.net/019bbc22-ee74-7bfa-a6af-0a801a3d2e24/Double-Wireless-Charger.webp","https://d12c1lxe8klbdd.cloudfront.net/019bbc22-ee74-7bfa-a6af-0a801a3d2e24/Double-Wireless-Charger.webp","Powerbank and wireless charger, Tech & Gadgets","<ul><li><p><strong>Dual-Zone Wireless Charging</strong><br>Charge two devices at the same time—your phone and earbuds, or two smartphones—on a single surface.</p></li><li><p><strong>Fast Wireless Power Delivery</strong><br>Optimized for efficient, reliable wireless charging across compatible devices.</p></li><li><p><strong>Minimalist Oval Design</strong><br>Sleek, modern silhouette enhances desks, nightstands, and shared spaces.</p></li><li><p><strong>Frosted Matte White Finish</strong><br>Fingerprint-resistant surface with a soft-touch feel for a clean, premium look.</p></li><li><p><strong>Subtle Charging Zone Indicators</strong><br>Discreet dashed markings guide placement without disrupting the minimalist aesthetic.</p></li><li><p><strong>Clutter-Free Convenience</strong><br>Reduces cable mess while keeping everyday devices powered and accessible.</p></li></ul><h2>Ideal For</h2><ul><li><p>Bedside tables and nightstands</p></li><li><p>Office desks and shared workspaces</p></li><li><p>Living rooms and kitchen counters</p></li><li><p>Corporate gifting and modern tech kits</p></li><li><p>Households with multiple wireless devices</p></li></ul><p></p><h2>Compatibility</h2><ul><li><p>Qi-enabled smartphones</p></li><li><p>Wireless-charging earbuds</p></li><li><p>Second phones or accessories supporting wireless charging</p></li></ul><p></p>","The Pro Charge Double Wireless Charger is built for modern multitasking. Designed to power two devices simultaneously, it keeps your essentials charged without cluttering your space with cables. With its clean, minimalist design and smooth matte finish, it blends seamlessly into contemporary homes and workspaces—delivering convenience, speed, and style in one elegant charging pad."
"Dax Wireless Charger","dax-wireless-charger","/products/dax-wireless-charger","simple","active","20000","20000","","false","20000","0.00","0","https://d12c1lxe8klbdd.cloudfront.net/019bbc22-ee74-7bfa-a6af-0a801a3d2e24/Dax-Wireless-Charger.webp","https://d12c1lxe8klbdd.cloudfront.net/019bbc22-ee74-7bfa-a6af-0a801a3d2e24/Dax-Wireless-Charger.webp","Powerbank and wireless charger, Tech & Gadgets","<ul><li><p><strong>Magnetic Snap Alignment</strong><br>Strong MagSafe-style magnets securely lock your device into place for consistent, efficient charging.</p></li><li><p><strong>Fast Wireless Charging</strong><br>Supports rapid wireless charging for iPhone 12–17 series and other MagSafe / Qi2-compatible devices.</p></li><li><p><strong>Optimal Viewing Angle</strong><br>Elevated stand design keeps your phone at a comfortable angle for FaceTime, video playback, notifications, or desk use.</p></li><li><p><strong>Premium Matte Finish</strong><br>Finished in sleek matte black with a subtle metallic silver charging ring for a modern, executive look.</p></li><li><p><strong>Desk &amp; Nightstand Ready</strong><br>Compact footprint makes it ideal for office desks, bedside tables, and minimalist setups.</p></li><li><p><strong>Cable-Free Convenience</strong><br>Reduces clutter while maintaining a clean, professional workspace.</p></li></ul><p></p><h2>Ideal For</h2><ul><li><p>Corporate desks and executive offices</p></li><li><p>Home offices and modern workstations</p></li><li><p>Bedside charging and nightstand setups</p></li><li><p>Corporate gifting and premium tech bundles</p></li><li><p>Everyday users who value design and convenience</p></li></ul><p></p><h2>Compatibility</h2><ul><li><p>iPhone 12, 13, 14, 15, 16 &amp; 17 series</p></li><li><p>MagSafe-enabled devices</p></li><li><p>Qi2-compatible smartphones</p></li></ul><p></p>","The Dax Wireless Charger brings elegance and efficiency to your daily charging routine. Designed to complement modern workspaces and bedrooms, it delivers fast, reliable wireless power while keeping your phone perfectly positioned for hands-free use. Whether you’re on video calls, streaming content, or winding down at night, Dax combines form, function, and premium aesthetics into one refined charging solution."
"Trex Powerbank","trex-powerbank","/products/trex-powerbank","simple","active","30000","30000","","false","30000","0.00","0","https://d12c1lxe8klbdd.cloudfront.net/019bbc22-ee74-7bfa-a6af-0a801a3d2e24/IMG_0408.webp","https://d12c1lxe8klbdd.cloudfront.net/019bbc22-ee74-7bfa-a6af-0a801a3d2e24/IMG_0414.webp, https://d12c1lxe8klbdd.cloudfront.net/019bbc22-ee74-7bfa-a6af-0a801a3d2e24/IMG_0408.webp, https://d12c1lxe8klbdd.cloudfront.net/019bbc22-ee74-7bfa-a6af-0a801a3d2e24/IMG_0411.webp, https://d12c1lxe8klbdd.cloudfront.net/019bbc22-ee74-7bfa-a6af-0a801a3d2e24/IMG_0413.webp, https://d12c1lxe8klbdd.cloudfront.net/019bbc22-ee74-7bfa-a6af-0a801a3d2e24/IMG_0418.webp","Powerbank and wireless charger, Tech & Gadgets","<ul><li><p>Ultra-slim, pocket-friendly power bank</p></li><li><p>Premium matte black finish with refined texture</p></li><li><p>Teal LED power indicator for clear battery status</p></li><li><p>Lightweight design for effortless everyday carry</p></li><li><p>Reliable charging performance for mobile devices</p></li><li><p>Slips easily into pockets, wallets, or small bags</p></li><li><p>Ideal for commuting, travel, meetings, and daily use</p></li><li><p>Suitable for personal use, corporate gifting, and promotions</p></li></ul><p></p>","You’ll love the Trex Powerbank for its perfect balance of power and minimalist elegance. Designed to disappear into your pocket while delivering dependable charging, it keeps your devices alive without bulk or compromise. The sleek matte black body and subtle teal LED indicator add a modern, premium touch—making it ideal for busy commutes, long meetings, and life on the move."
"Sphere Powerbank","sphere-powerbank","/products/sphere-powerbank","simple","active","35000","35000","","false","35000","0.00","0","https://d12c1lxe8klbdd.cloudfront.net/019bbc22-ee74-7bfa-a6af-0a801a3d2e24/IMG_0339.webp","https://d12c1lxe8klbdd.cloudfront.net/019bbc22-ee74-7bfa-a6af-0a801a3d2e24/IMG_0339.webp, https://d12c1lxe8klbdd.cloudfront.net/019bbc22-ee74-7bfa-a6af-0a801a3d2e24/IMG_0349.webp, https://d12c1lxe8klbdd.cloudfront.net/019bbc22-ee74-7bfa-a6af-0a801a3d2e24/IMG_0342.webp, https://d12c1lxe8klbdd.cloudfront.net/019bbc22-ee74-7bfa-a6af-0a801a3d2e24/IMG_0348.webp, https://d12c1lxe8klbdd.cloudfront.net/019bbc22-ee74-7bfa-a6af-0a801a3d2e24/IMG_0346.webp","Tech & Gadgets, Powerbank and wireless charger","<ul><li><p>Compact magnetic wireless power bank</p></li><li><p>Snaps securely to the back of compatible phones</p></li><li><p>Wireless charging with stable, slip-free alignment</p></li><li><p>Sleek matte black finish with rounded edges</p></li><li><p>Signature GREYSTEED interlocking logo</p></li><li><p>Lightweight, portable design for everyday carry</p></li><li><p>Ideal for commuting, office use, and travel</p></li><li><p>Suitable for personal use, corporate gifting, and promotions</p></li></ul><p></p>","You’ll love the Sphere Powerbank for its seamless magnetic design and effortless charging experience. Built to snap perfectly onto the back of your phone, it eliminates alignment issues and stays securely in place while delivering instant wireless power. With its sleek matte black finish and refined branding, it’s a stylish, dependable companion for busy commutes, office days, and life on the move."
"Pocket Powerbank","pocket-powerbank","/products/pocket-powerbank","simple","active","27500","27500","","false","27500","0.00","0","https://d12c1lxe8klbdd.cloudfront.net/019bbc22-ee74-7bfa-a6af-0a801a3d2e24/LSA-HOMES4222.webp","https://d12c1lxe8klbdd.cloudfront.net/019bbc22-ee74-7bfa-a6af-0a801a3d2e24/LSA-HOMES0040-4.webp, https://d12c1lxe8klbdd.cloudfront.net/019bbc22-ee74-7bfa-a6af-0a801a3d2e24/LSA-HOMES4217.webp, https://d12c1lxe8klbdd.cloudfront.net/019bbc22-ee74-7bfa-a6af-0a801a3d2e24/LSA-HOMES4222.webp","Powerbank and wireless charger, Tech & Gadgets","<ul><li><p>Ultra-compact, pocket-sized powerbank</p></li><li><p>Built-in Lightning connector for iPhone charging</p></li><li><p>Cable-free design for clutter-free convenience</p></li><li><p>Protective rubberized cap for the Lightning connector</p></li><li><p>Premium matte black finish with subtle texture</p></li><li><p>Flexible loop strap for keys, bags, or belt loops</p></li><li><p>Lightweight and easy to carry like a key fob</p></li><li><p>Ideal for commuting, travel, and everyday emergencies</p></li><li><p>Perfect for iPhone users, corporate gifting, and promotions</p></li></ul><p></p>","You’ll love the Pocket Powerbank for its grab-and-go simplicity. Designed specifically for iPhone users, it delivers instant charging without carrying extra cables or bulky accessories. Its tiny, pocket-sized form makes it ideal for busy commutes, quick errands, or nights out—so your phone stays powered when you need it most."
"Plex Powerbanks With Suction ","plex-powerbanks-with-suction","/products/plex-powerbanks-with-suction","simple","active","27500","27500","","false","27500","0.00","0","https://d12c1lxe8klbdd.cloudfront.net/019bbc22-ee74-7bfa-a6af-0a801a3d2e24/IMG_0359.webp","https://d12c1lxe8klbdd.cloudfront.net/019bbc22-ee74-7bfa-a6af-0a801a3d2e24/IMG_0359.webp, https://d12c1lxe8klbdd.cloudfront.net/019bbc22-ee74-7bfa-a6af-0a801a3d2e24/IMG_0356.webp, https://d12c1lxe8klbdd.cloudfront.net/019bbc22-ee74-7bfa-a6af-0a801a3d2e24/IMG_0355.webp, https://d12c1lxe8klbdd.cloudfront.net/019bbc22-ee74-7bfa-a6af-0a801a3d2e24/IMG_0354.webp, https://d12c1lxe8klbdd.cloudfront.net/019bbc22-ee74-7bfa-a6af-0a801a3d2e24/Powerbank-with-Suction-Cups.webp","Tech & Gadgets, Powerbank and wireless charger","<ul><li><p>8000mAh capacity for dependable on-the-go charging</p></li><li><p>Wireless charging support for cable-free convenience</p></li><li><p>Built-in suction feature for secure attachment during use</p></li><li><p>Fast-charging performance for modern devices</p></li><li><p>Ultra-portable, pocket-friendly design</p></li><li><p>Sophisticated matte black finish with textured hexagonal pattern</p></li><li><p>Ideal for commuting, meetings, travel, and everyday use</p></li><li><p>Suitable for personal use, corporate gifting, and promotions</p></li></ul><p></p>","You’ll love the Plex Powerbank with Suction for its perfect mix of power, portability, and standout design. Engineered to keep you charged wherever you go, it delivers fast, reliable power in a sleek, palm-sized form. The suction grip keeps it securely in place during use, while the bold matte black finish with textured hexagonal detailing adds a modern edge—making it as stylish as it is practical."
"Paxy Powerbank","paxy-powerbank","/products/paxy-powerbank","simple","active","30500","30500","","false","30500","0.00","0","https://d12c1lxe8klbdd.cloudfront.net/019bbc22-ee74-7bfa-a6af-0a801a3d2e24/IMG_0375.webp","https://d12c1lxe8klbdd.cloudfront.net/019bbc22-ee74-7bfa-a6af-0a801a3d2e24/IMG_0375.webp, https://d12c1lxe8klbdd.cloudfront.net/019bbc22-ee74-7bfa-a6af-0a801a3d2e24/IMG_0378.webp, https://d12c1lxe8klbdd.cloudfront.net/019bbc22-ee74-7bfa-a6af-0a801a3d2e24/IMG_0376.webp, https://d12c1lxe8klbdd.cloudfront.net/019bbc22-ee74-7bfa-a6af-0a801a3d2e24/IMG_0384.webp, https://d12c1lxe8klbdd.cloudfront.net/019bbc22-ee74-7bfa-a6af-0a801a3d2e24/IMG_0380.webp","Tech & Gadgets, Powerbank and wireless charger","<ul><li><p>8000mAh portable powerbank for on-the-go charging</p></li><li><p>Built-in suction feature for secure attachment during use</p></li><li><p>Dual output ports for charging multiple devices</p></li><li><p>Compact and travel-friendly design</p></li><li><p>Ideal for smartphones and compatible accessories</p></li><li><p>Reliable solution for commuting, travel, and daily use</p></li><li><p>Suitable for personal use, corporate gifting, and promotions</p></li></ul><p></p>","You’ll love the Paxy Wireless Powerbank for its smart design and dependable performance. With an 8000mAh capacity, it delivers reliable power for your devices while the built-in suction feature keeps it securely in place during use. Dual output ports allow you to charge multiple devices at once, making it a practical and convenient companion for travel, commuting, and everyday mobility."
"Orbit Phone and Smart Watch Wireless Charger","orbit-phone-and-smart-watch-wireless-charger","/products/orbit-phone-and-smart-watch-wireless-charger","simple","active","39000","39000","","false","39000","0.00","0","https://d12c1lxe8klbdd.cloudfront.net/019bbc22-ee74-7bfa-a6af-0a801a3d2e24/Orbit-Phone-and-Smart-Watch-Wireless-Charger3.webp","https://d12c1lxe8klbdd.cloudfront.net/019bbc22-ee74-7bfa-a6af-0a801a3d2e24/Orbit-Phone-and-Smart-Watch-Wireless-Charger3.webp, https://d12c1lxe8klbdd.cloudfront.net/019bbc22-ee74-7bfa-a6af-0a801a3d2e24/Orbit-Phone-and-Smart-Watch-Wireless-Charger.webp, https://d12c1lxe8klbdd.cloudfront.net/019bbc22-ee74-7bfa-a6af-0a801a3d2e24/Orbit-Phone-and-Smart-Watch-Wireless-Charger2.webp, https://d12c1lxe8klbdd.cloudfront.net/019bbc22-ee74-7bfa-a6af-0a801a3d2e24/Orbit-Phone-and-Smart-Watch-Wireless-Charger1.webp","Powerbank and wireless charger, Tech & Gadgets","<ul><li><p>Dual-device wireless charging for iPhone and Apple Watch</p></li><li><p>Dual magnetic coils for stable, efficient charging</p></li><li><p>Prevents camera interference during charging</p></li><li><p>Strong zinc alloy bracket for durability and stability</p></li><li><p>Supports portrait and landscape charging modes</p></li><li><p>Liquid silicone surface for a refined, premium feel</p></li><li><p>Compact, space-saving design for desks and nightstands</p></li><li><p>Ideal for professionals, executive desks, and corporate gifting</p></li></ul><p></p>","You’ll love the Orbit Wireless Charger for its refined design and effortless performance. Built to charge your iPhone and Apple Watch at the same time, it delivers smooth, reliable power with precise magnetic alignment. The sturdy zinc alloy bracket supports both portrait and landscape viewing, while the soft liquid silicone surface adds a premium, modern touch—making it as elegant as it is practical."
"Maxco 3in 1","maxco-3in-1","/products/maxco-3in-1","simple","active","65000","65000","","false","65000","0.00","0","https://d12c1lxe8klbdd.cloudfront.net/019bbc22-ee74-7bfa-a6af-0a801a3d2e24/LSA-HOMES0004.webp","https://d12c1lxe8klbdd.cloudfront.net/019bbc22-ee74-7bfa-a6af-0a801a3d2e24/LSA-HOMES0006.webp, https://d12c1lxe8klbdd.cloudfront.net/019bbc22-ee74-7bfa-a6af-0a801a3d2e24/LSA-HOMES0004.webp, https://d12c1lxe8klbdd.cloudfront.net/019bbc22-ee74-7bfa-a6af-0a801a3d2e24/LSA-HOMES0007.webp, https://d12c1lxe8klbdd.cloudfront.net/019bbc22-ee74-7bfa-a6af-0a801a3d2e24/LSA-HOMES0009.webp","Powerbank and wireless charger, Tech & Gadgets","<ul><li><p>3-in-1 wireless charger for smartphone, smartwatch, and earbuds</p></li><li><p>Fast wireless charging for multiple devices simultaneously</p></li><li><p>Sleek, minimalist geometry-inspired design</p></li><li><p>Compact footprint ideal for desks, nightstands, and offices</p></li><li><p>Reduces cable clutter with a clean, organized setup</p></li><li><p>Custom branding available for logos and promotions</p></li><li><p>Ideal for corporate gifts, executive accessories, and branded giveaways</p></li></ul><p></p>","You’ll love the Maxco Geometry Series 3-in-1 Wireless Charger for its clean design and everyday efficiency. Built to power your smartphone, smartwatch, and earbuds at the same time, it eliminates cable clutter while keeping all your essentials charged and organized. Its minimalist form fits perfectly on desks and nightstands, making it a stylish, practical upgrade for modern workspaces and homes."
